SSID,BSSID,PHY,CHANNEL,FREQUENCY,RSSI(dBm),SNR(dB)
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-92,6
,d0:15:a6:4b:da:93,802.11a,52,5260,-92,6
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-92,6
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-93,5
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-92,6
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-92,6
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-92,6
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-93,5
,d0:15:a6:4b:da:93,802.11a,52,5260,-92,6
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-92,6
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-93,5
,d0:15:a6:4b:da:93,802.11a,52,5260,-93,5
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-92,6
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-92,6
,d0:15:a6:4b:da:93,802.11a,52,5260,-92,6
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-92,6
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-93,5
,d0:15:a6:4b:da:93,802.11a,52,5260,-92,6
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-93,4
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-92,5
,d0:15:a6:4b:da:93,802.11a,52,5260,-92,5
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-93,4
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-92,5
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-93,4
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-93,4
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-93,4
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-92,5
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-92,5
,d0:15:a6:4b:da:93,802.11a,52,5260,-93,4
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-92,5
,d0:15:a6:4b:da:93,802.11a,52,5260,-93,3
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-93,3
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-93,3
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-93,3
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-92,4
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-92,4
,d0:15:a6:4b:da:93,802.11a,52,5260,-93,3
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-92,4
,d0:15:a6:4b:da:93,802.11a,52,5260,-93,3
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-93,3
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-93,2
,d0:15:a6:4b:da:93,802.11a,52,5260,-93,2
,d0:15:a6:4b:da:93,802.11a,52,5260,-91,4
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-92,3
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-92,3
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-93,2
,d0:15:a6:4b:da:93,802.11a,52,5260,-93,2
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-92,3
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-92,3
,d0:15:a6:4b:da:93,802.11a,52,5260,-93,2
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-92,3
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-93,2
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-92,3
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-92,3
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-92,3
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-92,3
TUC,d0:15:a6:4b:da:90,802.11a,52,5260,-93,2
GUEST,d0:15:a6:4b:da:91,802.11a,52,5260,-92,3
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-93,2
,d0:15:a6:4b:da:93,802.11a,52,5260,-93,2
,d0:15:a6:4b:da:93,802.11a,52,5260,-92,3
eduroam,d0:15:a6:4b:da:92,802.11a,52,5260,-92,3
,d0:15:a6:4b:da:93,802.11a,52,5260,-92,3
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-53,44
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-53,44
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-53,44
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-53,44
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-53,44
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-53,44
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-53,44
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-53,44
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,44
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,44
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,44
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,44
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-54,42
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-54,42
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-54,42
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-54,42
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,44
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,44
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,44
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,44
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,44
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,44
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,44
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,44
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,44
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
